developer,genre,type,rating
Factor 5,"['Simulation', 'Sci-Fi', 'Small Spaceship']",singleplayer,T
Level 5,"['Miscellaneous', 'Adventure', 'Puzzle', 'Edutainment', 'General']",singleplayer,E
BestGameEver.com,"['Action', 'Miscellaneous', 'Rhythm', 'Music']",singleplayer,NaN
Nintendo,"['Action', 'Platformer', '3D']",singleplayer,E
Capcom,"['Action Adventure', 'Horror', 'Open-World']",singleplayer,M
Sony Interactive Entertainment,"['Sports', 'Team', 'Baseball', 'Sim']",multiplayer,E
Indefatigable,"['Action Adventure', 'General']",singleplayer,NaN
Retro Studios,"['Driving', 'Racing', 'Arcade', 'Kart', 'Automobile']",multiplayer,E
343 Industries,"['Miscellaneous', 'Compilation', 'Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",multiplayer,M
Telltale Games,"['Adventure', 'Point-and-Click']",singleplayer,NaN
EA Tiburon,"['Sports', 'Traditional', 'Team', 'Football', 'Sim']",multiplayer,E
Sonic Team,"['Role-Playing', 'Massively Multiplayer Online', 'Sci-Fi']",multiplayer,T
Arc System Works,"['Action', 'Fighting', '2D']",NaN,T
Eighting,"['Strategy', 'Real-Time', 'General']",singleplayer,E10+
Intelligent Systems,"['Strategy', 'Turn-Based', 'Fantasy']",singleplayer,T
Metalhead Software,"['Traditional', 'Sports', 'Team', 'Baseball', 'Arcade']",NaN,E
KCET,"['Miscellaneous', 'Rhythm', 'Dancing']",multiplayer,E
Sega,"['Driving', 'Racing', 'GT / Street']",NaN,E
Bethesda Softworks,"['Role-Playing', 'First-Person', 'Western-Style']",singleplayer,T
EA LA,"['Miscellaneous', 'Puzzle', 'General']",multiplayer,E
Capcom,"['Action', 'Platformer', '3D']",singleplayer,T
Arc System Works,"['Action', 'Fighting', '2D']",multiplayer,T
inkle,"['Adventure', 'Visual Novel']",singleplayer,E10+
Blizzard Entertainment,"['Miscellaneous', 'Strategy', 'Turn-Based', 'Card Battle']",NaN,NaN
Evolution Studios,"['Driving', 'Racing', 'Simulation', 'Rally / Offroad', 'Automobile']",multiplayer,T
Triband,"['Sports', 'Individual', 'Golf', 'Arcade']",singleplayer,E10+
Ready at Dawn,"['Miscellaneous', 'Compilation']",singleplayer,M
SquareSoft,"['Role-Playing', 'Console-style RPG']",singleplayer,T
1C,"['Role-Playing', 'General']",singleplayer,T
Nintendo,"['Miscellaneous', 'Puzzle', 'Stacking']",multiplayer,E
Atlus,"['Role-Playing', 'Strategy', 'Turn-Based', 'General', 'Tactics']",singleplayer,T
EA DICE,"['Action', 'Shooter', 'First-Person', 'Modern', 'Tactical', 'Arcade']",NaN,M
Capcom,"['Role-Playing', 'Action RPG']",multiplayer,T
Nerve Software,"['Action', 'Shooter', 'First-Person', 'Historic']",multiplayer,M
New World Computing,"['Strategy', 'Turn-Based', 'Fantasy', 'General']",NaN,E
Westwood Studios,"['Strategy', 'Real-Time', 'Sci-Fi', 'Command']",multiplayer,T
Creative Assembly,"['Strategy', 'Turn-Based', 'Real-Time', 'Historic', 'General']",multiplayer,T
Capcom,"['Miscellaneous', 'Compilation']",singleplayer,T
Ubisoft Montpellier,"['Action', 'Platformer', '2D']",NaN,E10+
Atlus,"['Role-Playing', 'General', 'Strategy', 'Turn-Based', 'Tactics']",singleplayer,T
The Coalition,"['Sci-Fi', 'Action', 'Shooter', 'Third-Person', 'Arcade']",multiplayer,M
343 Industries,"['Shooter', 'Sci-Fi', 'Action', 'First-Person', 'Arcade']",multiplayer,T
Sports Interactive,"['Sports', 'Traditional', 'Team', 'Football', 'Soccer', 'Management']",NaN,E
Daniel Mullins Games,"['Strategy', 'Turn-Based', 'Card Battle']",singleplayer,NaN
Zen Studios,"['Action', 'Miscellaneous', 'Parlor', 'Pinball']",NaN,E10+
"Frozenbyte, Inc.","['Action', 'Platformer', '2D']",NaN,E10+
ArenaNet,"['Role-Playing', 'General', 'Massively Multiplayer']",multiplayer,T
DrinkBox Studios,"['Action', 'Platformer', '2D']",NaN,E10+
Grasshopper Manufacture,"['Action', ""Beat-'Em-Up"", '3D']",singleplayer,M
Traveller's Tales,"['Action Adventure', 'Sci-Fi']",multiplayer,E10+
inkle,"['Adventure', 'Visual Novel']",singleplayer,NaN
Maxis,"['Strategy', 'Breeding/Constructing', 'General']",singleplayer,E10+
2x2 Games,"['Strategy', 'Turn-Based', 'Historic', 'General']",NaN,NaN
Codemasters,"['Driving', 'Racing', 'Rally / Offroad']",multiplayer,E
Overworks,"['Role-Playing', 'Console-style RPG']",singleplayer,T
Kronos Digital Entertainment,"['Action Adventure', 'Horror']",singleplayer,M
TOSE,"['Driving', 'Racing', 'GT / Street']",NaN,E
Raw Fury,"['Action', 'General']",multiplayer,E10+
Blizzard Entertainment,"['Strategy', 'Turn-Based', 'Card Battle']",NaN,NaN
Zachtronics Industries,"['Adventure', 'Visual Novel']",singleplayer,NaN
Zombie Cow Studios,"['Adventure', 'General', 'Point-and-Click']",NaN,NaN
Guerrilla,"['Role-Playing', 'Action RPG']",singleplayer,T
Cave,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",singleplayer,NaN
Nintendo,"['Role-Playing', 'Japanese-Style']",singleplayer,E
Creative Assembly,"['Strategy', 'Real-Time', 'Tactics']",NaN,NaN
Arc System Works,"['Action', 'Fighting', '2D']",multiplayer,NaN
Double Eleven,"['General', 'Strategy', 'Turn-Based', 'Sci-Fi', 'Modern', 'Tactics']",NaN,T
Guerrilla,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",NaN,M
Capcom,"['Action Adventure', 'Fantasy']",singleplayer,M
Level 5,"['Miscellaneous', 'Puzzle', 'General']",singleplayer,E10+
Paradox Development Studio,"['Strategy', 'Real-Time', 'General', 'Historic']",NaN,NaN
Strategy First,"['Strategy', 'Turn-Based', 'Fantasy', 'General']",multiplayer,T
KCET,"['Action Adventure', 'Horror']",singleplayer,M
11 bit studios,"['Strategy', 'Action Adventure', 'Management', 'Survival', 'Government']",singleplayer,M
Sports Interactive,"['Sports', 'Team', 'Soccer', 'Management']",multiplayer,E
Llamasoft,"['Action', 'Shooter', 'Rail']",singleplayer,E10+
Crytek,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",singleplayer,M
Naughty Dog,"['Action', 'Action Adventure', 'General']",multiplayer,T
Ubisoft Montreal,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",multiplayer,M
Klei Entertainment,"['Role-Playing', 'Strategy', 'Turn-Based', 'General', 'Card Battle']",singleplayer,NaN
Zen Studios,"['Action', 'Pinball']",NaN,NaN
Gaijin Games,"['Miscellaneous', 'Compilation']",NaN,E
Nintendo,"['Action', 'Platformer', '2D']",multiplayer,E
Ensemble Studios,"['Strategy', 'Real-Time', 'Fantasy', 'General']",multiplayer,T
Maxis,"['Strategy', 'City Building', 'Management', 'Modern', 'Government']",singleplayer,E
Black Box,"['Sports', 'Traditional', 'Soccer', 'Arcade']",multiplayer,E
Vicarious Visions,"['Action', 'General']",NaN,E
Nintendo,"['Action', 'Platformer', '2D']",NaN,E
Kuju Entertainment,"['Simulation', 'Train', 'Vehicle']",singleplayer,E
Midway,"['Driving', 'Racing', 'Futuristic']",NaN,E
Psygnosis,"['Driving', 'Racing', 'Futuristic']",multiplayer,E
Team Ninja,"['Action', 'Fighting', '3D']",multiplayer,T
Magic Digital Studio,"['Strategy', 'Turn-Based', 'Card Battle']",multiplayer,T
Size Five Games,"['Adventure', 'General']",singleplayer,T
SFB Games,"['Puzzle', 'General']",singleplayer,E
United Label,"['Role-Playing', 'Action RPG']",NaN,T
Sega,"['Action', 'Rhythm', 'Music']",NaN,T
Sega,"['Action', 'Rhythm', 'Music']",NaN,T
Other Ocean Interactive,"['Action', 'Platformer', '2D']",singleplayer,E
Atlus,"['Role-Playing', 'First-Person', 'General', 'Western-Style']",singleplayer,T
Black Mesa Modification Team,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",multiplayer,NaN
Big Huge Games,"['Strategy', 'Real-Time', 'Fantasy', 'General']",multiplayer,T
Through Games,"['Miscellaneous', 'Puzzle', 'Action']",NaN,E
Subset Games,"['Simulation', 'Sci-Fi', 'Space', 'Small Spaceship', 'Combat']",singleplayer,E10+
ArtePiazza,"['Role-Playing', 'Console-style RPG', 'Japanese-Style']",singleplayer,E10+
Monolith Soft,"['Action RPG', 'Role-Playing']",multiplayer,T
Namco,"['Simulation', 'Flight', 'Modern Jet']",singleplayer,T
DrinkBox Studios,"['Action', 'Platformer', '2D']",multiplayer,E10+
Housemarque,"['Shooter', 'Scrolling', 'Action', ""Shoot-'Em-Up"", 'Horizontal']",NaN,E10+
Introversion,"['Strategy', 'Real-Time', 'Sci-Fi', 'General']",multiplayer,T
Massive Entertainment,"['First-Person', 'Action', 'Shooter', 'Third-Person', 'Tactical']",multiplayer,M
Zen Studios,"['Pinball', 'Action', 'Miscellaneous', 'Parlor']",NaN,E
Monster Games Inc.,"['Driving', 'Racing', 'Stock Car']",multiplayer,E
Sonic Team,"['Miscellaneous', 'Puzzle', 'Matching']",NaN,E
Digital Eclipse,"['Action', 'Platformer', '2D']",NaN,E
Volition Inc.,"['Action Adventure', 'Modern', 'Open-World']",singleplayer,M
Polyphony Digital,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'Automobile']",multiplayer,E
Monolith Productions,"['Action', 'Action Adventure', 'Shooter', 'General', 'First-Person', 'Sci-Fi', 'Arcade']",singleplayer,T
PlatinumGames,"['Role-Playing', 'Action RPG']",singleplayer,M
Insomniac Games,"['Action Adventure', 'Open-World']",singleplayer,T
Game Freak,"['Role-Playing', 'Trainer']",multiplayer,E
Spooky Doorway,"['General', 'Adventure', 'Text', 'Point-and-Click']",singleplayer,NaN
Doragon Entertainment,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",singleplayer,E10+
Team Ninja,"['Role-Playing', 'Action RPG']",multiplayer,M
Opus,"['Role-Playing', 'General']",multiplayer,E10+
EA Tiburon,"['Sports', 'Traditional', 'Team', 'Football', 'Sim']",multiplayer,E
Ensemble Studios,"['Strategy', 'Real-Time', 'Command']",multiplayer,T
Rutubo Games,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",singleplayer,E
Renegade Kid,"['Action', 'Platformer', '2D']",NaN,E
EA LA,"['Strategy', 'Real-Time', 'Fantasy', 'General']",multiplayer,T
Nintendo,"['Role-Playing', 'Action RPG']",singleplayer,E
Digital Illusions,"['Action', 'Shooter', 'First-Person', 'Historic', 'Arcade']",multiplayer,T
Creative Assembly,"['Strategy', 'Real-Time', 'Historic', 'General']",multiplayer,T
Visual Concepts,"['Sports', 'Traditional', 'Basketball', 'Sim']",multiplayer,E
Konami,"['Miscellaneous', 'Rhythm', 'Dancing']",multiplayer,E
Capcom,"['Action', 'Fighting', '2D']",NaN,T
Red Storm Entertainment,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",multiplayer,T
Hempuli Oy,"['Action Adventure', 'Puzzle', 'Action', 'General']",singleplayer,E
ArenaNet,"['Role-Playing', 'General', 'Massively Multiplayer']",multiplayer,T
Square Enix,"['Strategy', 'Turn-Based', 'General']",NaN,E10+
Nippon Ichi Software,"['Strategy', 'Turn-Based', 'Fantasy']",singleplayer,T
4J Studios,"['Action Adventure', 'Adventure', '3D', 'Sandbox', 'First-Person', 'Fantasy']",multiplayer,E10+
Gaijin Games,"['Action', 'Miscellaneous', 'Rhythm', 'Music']",NaN,T
Edmund McMillen,"['Action', 'Action Adventure', 'Shooter', 'Horror', 'Static', ""Shoot-'Em-Up"", 'Top-Down']",singleplayer,NaN
Incognito Inc.,"['Action', 'Simulation', 'Shooter', 'Flight', 'Third-Person', 'Combat', 'Sci-Fi', 'Arcade']",multiplayer,T
Tri-Ace,"['Role-Playing', 'Console-style RPG']",singleplayer,T
Nintendo,"['Action', 'Platformer', '2D']",singleplayer,E
Double Eleven,"['Strategy', 'Real-Time', 'Fantasy', 'Defense']",NaN,E
Trion Worlds,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy']",multiplayer,T
ChunSoft,"['Adventure', 'General', 'Visual Novel']",singleplayer,M
Slightly Mad Studios,"['Racing', 'Simulation', 'Automobile']",multiplayer,E
Q Entertainment,"['Action', 'Shooter', 'Third-Person', 'Rail', 'Fantasy']",NaN,E10+
Slightly Mad Studios,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'Automobile']",NaN,E10+
Firaxis Games,"['Strategy', 'Turn-Based', 'Historic', '4X']",singleplayer,E10+
Wadjet Eye Games,"['General', 'Adventure', 'Point-and-Click']",NaN,NaN
Turbine Inc.,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy']",NaN,T
Silver Dollar Games,"['Action', 'General', 'Fighting', '2D']",singleplayer,NaN
Vblank Entertainment Inc.,"['Action Adventure', 'Adventure', 'Modern', '3D', 'Open-World', 'Third-Person']",NaN,T
Out Of The Park Developments,"['Sports', 'Traditional', 'Baseball', 'Management']",NaN,NaN
Treasure,"['Action', 'Shooter', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical']",multiplayer,E10+
SKS Games,"['Horror', 'Action Adventure', 'Survival']",multiplayer,NaN
Namco Bandai Games,"['Action', 'Fighting', '3D']",multiplayer,T
Infinity Ward,"['Arcade', 'Action', 'Shooter', 'First-Person', 'Tactical']",multiplayer,M
SCEA San Diego Studios,"['Sports', 'Team', 'Baseball', 'Sim']",multiplayer,E
Paradox Development Studio,"['Strategy', 'Real-Time', 'Military', 'General']",multiplayer,E
Nintendo,"['Miscellaneous', 'Exercise / Fitness']",singleplayer,E10+
Sumo Digital,"['Action', 'Platformer', '3D']",multiplayer,E
Zen Studios,"['Action', 'Pinball']",NaN,E10+
Zen Studios,"['Action', 'Miscellaneous', 'Parlor', 'Pinball']",NaN,E10+
Zoe Mode,"['Action', 'Platformer', '3D']",singleplayer,E10+
Creative Assembly,"['Strategy', 'Real-Time', 'Tactics']",NaN,NaN
Cyan Worlds,"['Adventure', '3D', 'First-Person', 'Fantasy']",singleplayer,K-A
Treasure,"['Role-Playing', 'Action RPG']",NaN,T
"Mobius Digital, LLC","['Action Adventure', 'Open-World']",singleplayer,NaN
Landon Podbielski,"['Action', 'General']",singleplayer,E10+
Black Isle Studios,"['Role-Playing', 'PC-style RPG', 'Western-Style']",NaN,T
Ensemble Studios,"['Strategy', 'Real-Time', 'Historic', 'Command']",multiplayer,T
Sony Online Entertainment,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy']",multiplayer,T
Game Freak,"['Miscellaneous', 'Board / Card Game']",NaN,E10+
Treasure,"['Action', 'Fighting', '2D']",multiplayer,T
Q Entertainment,"['Miscellaneous', 'Puzzle', 'General', 'Matching']",NaN,E
Nintendo,"['Action', 'Shooter', 'Third-Person', 'Arcade']",multiplayer,E10+
Realtime Worlds,"['Action', 'Action Adventure', 'Shooter', 'Open-World', 'Third-Person', 'Sci-Fi']",multiplayer,M
Bloober Team,"['Adventure', '3D', 'First-Person']",singleplayer,NaN
Sony Online Entertainment,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy']",multiplayer,T
Ryu ga Gotoku Studios,"['Action Adventure', 'Open-World']",singleplayer,M
Lionhead Studios,"['Role-Playing', 'Action RPG']",singleplayer,M
SCEA San Diego Studios,"['Sports', 'Traditional', 'Baseball', 'Sim']",multiplayer,E
Blue Manchu,"['Strategy', 'General']",NaN,NaN
EA Sports,"['Sports', 'Team', 'Football', 'Sim']",multiplayer,E
Jupiter Corporation,"['Miscellaneous', 'Puzzle', 'Logic']",multiplayer,E
Foam Sword Games,"['Action Adventure', 'General']",singleplayer,E10+
Nitro+,"['Adventure', 'General', 'Visual Novel']",singleplayer,M
Agenda,"['Miscellaneous', 'Board Games', 'Board / Card Game', 'Party / Minigame']",multiplayer,E
Atomic Planet Entertainment,"['Miscellaneous', 'Puzzle', 'Matching']",multiplayer,E
Ubisoft Montreal,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Modern']",multiplayer,M
Monolith Soft,"['Role-Playing', 'Console-style RPG']",singleplayer,T
Ratbag,"['Driving', 'Racing', 'Simulation', 'Arcade', 'Stock Car', 'Other', 'Automobile']",multiplayer,E
Microsoft Game Studios,"['Simulation', 'Flight', 'WWII', 'Combat']",multiplayer,E
Insomniac Games,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Modern', 'Arcade']",multiplayer,M
Robot Entertainment,"['Action', 'Strategy', 'General', 'Real-Time', 'Defense']",NaN,T
HAL Labs,"['Puzzle', 'Action']",NaN,E
HAL Labs,"['Miscellaneous', 'Puzzle', 'Logic']",singleplayer,E
Treasure,"['Action', 'Shooter', 'Scrolling']",singleplayer,E10+
Intelligent Systems,"['Puzzle', 'Action']",NaN,E
Whatboy Games,"['Strategy', 'Turn-Based', 'Tactics']",singleplayer,NaN
Facepalm Games,"['Action', 'Platformer', '2D']",NaN,E10+
WayForward,"['Puzzle', 'Action', 'General']",singleplayer,E
Atlus Co.,"['Role-Playing', 'Console-style RPG']",singleplayer,T
Human Head Studios,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",multiplayer,M
Telltale Games,"['Adventure', 'General', '3D', 'Fantasy', 'Third-Person']",singleplayer,E10+
Square Enix,"['Role-Playing', 'Action RPG']",singleplayer,T
Droqen,"['Simulation', 'General']",singleplayer,NaN
Funcom,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy']",NaN,M
Gambitious,"['Miscellaneous', 'Compilation']",singleplayer,NaN
Bluepoint Games,"['Shooter', 'Sci-Fi', 'Miscellaneous', 'General', 'Action', 'First-Person', 'Arcade']",multiplayer,M
Pocketwatch Games,"['Adventure', 'General']",multiplayer,T
The Behemoth,"['Action', ""Beat-'Em-Up"", '2D']",NaN,T
Namco Bandai Games,"['Action', 'General', 'Arcade']",singleplayer,E
Renegade Kid,"['Action', 'Platformer', '2D']",NaN,E
Level 5,"['Role-Playing', 'Action RPG']",singleplayer,T
Sucker Punch,"['Action Adventure', 'Sci-Fi', 'Open-World']",singleplayer,T
Nintendo,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Pet']",singleplayer,E
Hello Games,"['Action Adventure', 'Open-World']",multiplayer,T
Ryu ga Gotoku Studios,"['Modern', 'Action Adventure', 'Open-World']",singleplayer,M
Krillbite Studio,"['Adventure', '3D', 'First-Person']",singleplayer,NaN
Thorium Entertainment,"['Action', 'General']",singleplayer,E10+
Intelligent Systems,"['Miscellaneous', 'Party', 'Party / Minigame']",singleplayer,E10+
Arrowhead Game Studios,"['Action', 'Shooter', 'Third-Person', ""Shoot-'Em-Up"", 'Arcade', 'Top-Down']",multiplayer,T
Sports Interactive,"['Sports', 'Traditional', 'Team', 'Soccer', 'Management']",multiplayer,E
Endless Fluff,"['Action', 'Platformer', '2D']",NaN,NaN
Nintendo,"['Miscellaneous', 'Puzzle', 'Matching']",singleplayer,E
Dimps Corporation,"['Action', 'Platformer', '2D']",multiplayer,E
Ubisoft,"['Action', 'Platformer', '2D']",multiplayer,E
Capcom,"['Simulation', 'Sci-Fi', 'Mech']",singleplayer,T
Acclaim,"['Driving', 'Racing', 'Futuristic']",multiplayer,E
EA Canada,"['Sports', 'Traditional', 'Soccer', 'Sim']",multiplayer,E
Zipper Interactive,"['Simulation', 'Flight', 'Sci-Fi', 'Futuristic Jet', 'Combat']",multiplayer,T
Level 5,"['Miscellaneous', 'Puzzle', 'General']",singleplayer,E10+
Spike Chunsoft,"['Miscellaneous', 'Compilation']",singleplayer,M
Nintendo,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Pet']",singleplayer,E
Monolith Soft,"['Role-Playing', 'Action RPG']",singleplayer,T
Blizzard Entertainment,"['Role-Playing', 'Massively Multiplayer']",multiplayer,T
SimBin,"['Driving', 'Racing', 'Simulation', 'GT / Street', 'Automobile']",multiplayer,E
Electronic Arts,"['Sports', 'Traditional', 'Team', 'Soccer', 'Sim']",multiplayer,E
SCE Japan Studio,"['Action', 'Action Adventure', 'Platformer', 'Open-World', '3D']",singleplayer,T
Game Freak,"['Role-Playing', 'Console-style RPG', 'Japanese-Style', 'Trainer']",multiplayer,E
Guerrilla,"['Role-Playing', 'Action RPG']",singleplayer,T
Team Ninja,"['Action Adventure', 'Fantasy', 'General']",singleplayer,T
Nintendo,"['Action', 'Miscellaneous', 'Rhythm', 'Music']",NaN,E
Twisted Pixel Games,"['Action', 'General', 'Platformer', '2D']",singleplayer,T
Sony Online Entertainment,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy']",singleplayer,T
Team Ninja,"['Action Adventure', 'Fantasy', 'General']",multiplayer,M
Square Enix,"['Action Adventure', 'Fantasy', 'General', 'Open-World']",singleplayer,E
WayForward,"['Action', 'Platformer', '2D']",singleplayer,T
Nintendo,"['Action', 'Miscellaneous', 'Rhythm', 'Music']",singleplayer,E
M2,"['Miscellaneous', 'Compilation']",singleplayer,E10+
Grinding Gear Games,"['Role-Playing', 'Action RPG']",multiplayer,M
Falcom,"['Role-Playing', 'Japanese-Style']",singleplayer,NaN
Mythic Entertainment,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy']",multiplayer,T
Nintendo,"['Simulation', 'Miscellaneous', 'Virtual Life', 'Virtual', 'Pet']",singleplayer,E
Tendershoot,"['Adventure', 'Point-and-Click']",singleplayer,NaN
Tarsier Studios,"['Action Adventure', 'General', 'Linear']",NaN,T
Ghost Town Games Ltd.,"['Action', 'Arcade']",NaN,E
Maxis,"['Strategy', 'Breeding/Constructing', 'General']",NaN,E
TOSE,"['Role-Playing', 'Console-style RPG']",singleplayer,E
Acclaim,"['Sports', 'Traditional', 'Baseball', 'Sim']",multiplayer,E
Broken Rules,"['Action', 'Platformer', '2D']",singleplayer,E
