name_game,meta_score,user_score,platform,description
Virtua Fighter 4: Evolution,93.0,87.0,['playstation-2'],"Challenge a steady stream of opponents with varying ranks and skill levels, with the impression that you're playing online against human opponents with different styles. Along with this illusion of online play, Virtua Fighter 4 has also been expanded upon, including the roster, the character customization features, the visuals, the training mode, and even the arcade mode. With the different tournaments and two new characters to explore, VF4: Evolution will put your fighting skills to the ultimate test."
Uncharted 4: A Thief's End,93.0,88.0,['playstation-4'],"Set 3 years after the events of Uncharted 3, Nathan Drake has apparently left the world of fortune hunting behind. However, it doesn’t take long for adventure to come calling when Drake’s brother, Sam, re-emerges asking for his help to save his own life and offering an adventure Drake cannot resist. On the hunt for Captain Henry Avery’s long-lost treasure, Sam and Drake embark on a journey to find Libertalia, the pirate utopia deep in the forests of Madagascar. Uncharted 4: A Thief’s End takes players around the globe, through jungle isles, urban cities and snow-capped peaks on the search for Avery’s fortune. [Naughty Dog]"
Super Smash Bros. Ultimate,93.0,86.0,['switch'],"Inklings from the Splatoon series, as well as returning Smash characters like Mario and Link will be making appearances in this classic Nintendo franchise's Switch debut. Faster combat, new items, new attacks, new defensive options, and more will keep the battle raging whether you’re at home or on the go."
Paper Mario,93.0,90.0,['nintendo-64'],"Mario pals around in an all-new action adventure! Mario's back in his first adventure since Super Mario 64, and this time, Bowser's bent on preventing a storybook ending. When Princess Peach is kidnapped, Mario plots to rescue the seven Star Spirits and rid the Mushroom Kingdom of Koopa's cruel cohorts. As he travels from the tropical jungles of Lavalava Island to the frosty heights of Shiver Mountain, he'll meet up with seven all-new companions... and he'll need help from each one or there'll be no happily ever after."
Wipeout XL,93.0,86.0,['playstation'],"The original scorched the game world and became an instant classic. Fast-forward now to a brutal new generation of anti gravity racing. Loaded with faster, smoother graphics, more tracks, more crafts, and a range of nasty new weaponry. Wipeout XL will give you the rush of your life."
God of War III,92.0,88.0,['playstation-3'],"Set in the realm of brutal Greek mythology, God of War III is a single-player game which allows players to take on the climatic role of the ex-Spartan warrior, Kratos, as he scales through the intimidating heights of Mt. Olympus and the dark depths of Hell to seek revenge on those who have betrayed him. Armed with double-chained blades, and an array of new weapons and magic for this iteration of the trilogy, Kratos must take on mythology’s darkest creatures while solving intricate puzzles throughout his merciless quest to destroy Olympus. [SCEA]"
NHL 2002,92.0,83.0,['playstation-2'],"The PlayStation 2 version features include Career Mode, allowing you to compete for the Stanley Cup for 10 consecutive years and build a true hockey dynasty. Also included are Quick Game, Season, Playoffs, Shootout, and Tournament modes.  [EA Sports]"
Uncharted 3: Drake's Deception,92.0,84.0,['playstation-3'],"A search for the fabled ""Atlantis of the Sands"" propels fortune hunter Nathan Drake on a trek into the heart of the Arabian Desert. When the terrible secrets of this lost city are unearthed, Drake's quest descends into a desperate bid for survival that strains the limits of his endurance and forces him to confront his deepest fears."
Bloodborne,92.0,88.0,['playstation-4'],"Bloodborne is an action RPG in which you hunt for answers in the ancient city of Yharnam, now cursed with a strange endemic illness spreading through the streets like a disease. Peril, death and madness infest this dark world, and you're tasked with uncovering its darkest secrets which will be necessary for you to survive. Armed with a singular arsenal of weaponry, including guns and saw cleavers, you'll require wits, strategy and reflexes to dispatch the agile and intelligent enemies that guard the city's underbelly. You will utility holy chalices to access an array of vast underground ruins, chock full of traps, beasts, and rewards, to explore and conquer on your own or with other people."
Eternal Darkness: Sanity's Requiem,92.0,87.0,['gamecube'],"This horror story spans generations, so you must relive the blood-soaked history while conjuring spells, solving puzzles, and slaying supernatural beasts. Whether you're creeping around as the Roman Centurion, Cambodian villager, or any of the other characters, the psychological thriller will challenge you to use your mind as well as your might. The story is historically based and features many significant real-world events and locations, including the blood-soaked fields of the Somme, the jungle-ridden temples of Angkor Wat, the deserts of Persia, and the haunted vales of Rhode Island."
Warcraft III: Reign of Chaos,92.0,92.0,['pc'],"[Metacritic's 2002 PC Game of the Year] It has been nearly fifteen years since the war between the orcs and humans ended. An uneasy peace settled over the land while, for years, the drums of war were silent. Yet the kingdoms of men grew complacent in their victory - and slowly, the defeated orcish clans regrouped under the banner of a new visionary leader. Now a darker shadow has fallen over the world, threatening to extinguish all life - all hope. The drums of war play upon the winds once again - rising urgently towards the inevitable hour when the skies will rain fire - and the world will tremble before the coming of the Burning Legion. The Day of Judgment has come... [Blizzard]"
Advance Wars,92.0,89.0,['game-boy-advance'],"The battle lines have been drawn, and an elite group of sly strategists are massing troops at your borders. You'll have to command ground, air and naval forces if you hope to survive the coming wars, and it won't be easy. With 114 maps to battle on and both Single-Pak and Multi-Pak link modes, Advance Wars brings turn-based strategy to a depth never before seen on a handheld!"
